## Execution counts

<details>
<summary> execution counts for all instructions </summary>

|Name | Count | Self | Cumulative | Miss ratio | 
| UOp Sequence Count[_SET_IP,SWAP] | 242,008,675 | 0.3% | 77.9% |
| UOp Sequence Count[LOAD_FAST,_LOAD_CONST_INLINE_BORROW] | 238,323,402 | 0.3% | 78.2% |
| UOp Sequence Count[_LOAD_ATTR,_SET_IP] | 233,844,745 | 0.3% | 78.4% |
| UOp Sequence Count[_FOR_ITER_TIER_TWO,_SET_IP] | 229,317,279 | 0.2% | 78.7% |
| UOp Sequence Count[UNPACK_SEQUENCE_TWO_TUPLE,_ITER_NEXT_LIST] | 228,871,035 | 0.2% | 78.9% |
| UOp Sequence Count[STORE_SUBSCR_LIST_INT,_SET_IP] | 228,404,760 | 0.2% | 79.2% |
| UOp Sequence Count[_CHECK_VALIDITY,STORE_SUBSCR_LIST_INT] | 228,404,760 | 0.2% | 79.4% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_METHOD_NO_DICT] | 217,401,621 | 0.2% | 79.6% |
| UOp Sequence Count[COPY,COPY] | 216,540,660 | 0.2% | 79.9% |
| UOp Sequence Count[SWAP,SWAP] | 216,540,660 | 0.2% | 80.1% |
| UOp Sequence Count[_EXIT_TRACE,_CHECK_VALIDITY] | 215,308,403 | 0.2% | 80.3% |
| UOp Sequence Count[_CHECK_VALIDITY,CALL_BUILTIN_O] | 213,816,247 | 0.2% | 80.6% |
| UOp Sequence Count[_LOAD_CONST_INLINE,LOAD_FAST] | 208,270,329 | 0.2% | 80.8% |
| UOp Sequence Count[_CHECK_VALIDITY,_POP_FRAME] | 202,059,232 | 0.2% | 81.0% |
| UOp Sequence Count[_CHECK_VALIDITY,_LOAD_ATTR_METHOD_NO_DICT] | 201,131,281 | 0.2% | 81.2% |
| UOp Sequence Count[LOAD_FAST,BINARY_SUBSCR_STR_INT] | 199,509,280 | 0.2% | 81.4% |


</details>

#### Pair counts

<details>
<summary> Counts for top 100 UOp Sequences of Length 3 </summary>

|Pair | Count | Self | Cumulative | 
|---|---:|---:|---:|
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST] | 3,094,516,949 | 3.3% | 3.3% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_FALSE_POP,_CHECK_VALIDITY] | 2,160,445,625 | 2.3% | 5.7% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,LOAD_FAST] | 1,877,336,367 | 2.0% | 7.7% |
| UOp Sequence Count[_BINARY_OP_ADD_INT,_GUARD_BOTH_INT,_SET_IP] | 1,614,083,450 | 1.7% | 9.4% |
| UOp Sequence Count[_GUARD_BOTH_INT,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 1,512,304,975 | 1.6% | 11.1% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,_GUARD_IS_FALSE_POP] | 1,383,104,905 | 1.5% | 12.6% |
| UOp Sequence Count[_CHECK_VALIDITY,COMPARE_OP_STR,_SET_IP] | 1,349,540,323 | 1.5% | 14.0% |
| UOp Sequence Count[COMPARE_OP_STR,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 1,343,162,687 | 1.4% | 15.5% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,COMPARE_OP_STR] | 1,339,259,323 | 1.4% | 16.9% |
| UOp Sequence Count[_CHECK_VALIDITY,CONTAINS_OP,_SET_IP] | 1,145,022,593 | 1.2% | 18.1% |
| UOp Sequence Count[CONTAINS_OP,_SET_IP,LOAD_FAST] | 1,019,114,320 | 1.1% | 19.2% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,STORE_FAST] | 1,015,979,470 | 1.1% | 20.3% |
| UOp Sequence Count[_GUARD_TYPE_VERSION,_SET_IP,LOAD_FAST] | 933,286,998 | 1.0% | 21.3% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,CONTAINS_OP] | 933,086,067 | 1.0% | 22.3% |
| UOp Sequence Count[STORE_FAST,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT] | 927,335,620 | 1.0% | 23.3% |
| UOp Sequence Count[BINARY_SUBSCR_STR_INT,LOAD_FAST,LOAD_FAST] | 876,501,360 | 0.9% | 24.3% |
| UOp Sequence Count[_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION] | 876,073,298 | 0.9% | 25.2% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,STORE_FAST] | 873,241,383 | 0.9% | 26.2% |
| UOp Sequence Count[_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION,LOAD_FAST] | 864,006,123 | 0.9% | 27.1% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_CHECK_VALIDITY] | 833,839,938 | 0.9% | 28.0% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,LOAD_FAST] | 788,487,599 | 0.9% | 28.8% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,_JUMP_TO_TOP] | 730,738,980 | 0.8% | 29.6% |
| UOp Sequence Count[_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST,_ITER_CHECK_LIST] | 725,349,758 | 0.8% | 30.4% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,_GUARD_IS_FALSE_POP] | 723,554,380 | 0.8% | 31.2% |
| UOp Sequence Count[_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS] | 701,144,726 | 0.8% | 32.0% |
| UOp Sequence Count[_PUSH_FRAME,_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS] | 701,144,726 | 0.8% | 32.7% |
| UOp Sequence Count[_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE] | 701,144,726 | 0.8% | 33.5% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,BINARY_SUBSCR_STR_INT] | 678,699,940 | 0.7% | 34.2% |
| UOp Sequence Count[STORE_FAST,BINARY_SUBSCR_STR_INT,LOAD_FAST] | 678,699,940 | 0.7% | 34.9% |
| UOp Sequence Count[_JUMP_TO_TOP,STORE_FAST,_BINARY_OP_ADD_INT] | 659,232,980 | 0.7% | 35.6% |
| UOp Sequence Count[LOAD_FAST,_JUMP_TO_TOP,STORE_FAST] | 657,479,640 | 0.7% | 36.4% |
| UOp Sequence Count[_CHECK_VALIDITY,_PUSH_FRAME,_SAVE_RETURN_OFFSET] | 623,524,671 | 0.7% | 37.0% |
| UOp Sequence Count[RESUME_CHECK,_CHECK_VALIDITY,_PUSH_FRAME] | 615,444,750 | 0.7% | 37.7% |
| UOp Sequence Count[_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION] | 574,670,153 | 0.6% | 38.3% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE,_SET_IP] | 570,774,384 | 0.6% | 38.9% |
| UOp Sequence Count[_CHECK_VALIDITY,_BINARY_SUBSCR,_SET_IP] | 557,349,380 | 0.6% | 39.5% |
| UOp Sequence Count[_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE] | 549,709,355 | 0.6% | 40.1% |
| UOp Sequence Count[STORE_FAST,_CHECK_VALIDITY,_ITER_NEXT_RANGE] | 548,257,835 | 0.6% | 40.7% |
| UOp Sequence Count[_CHECK_VALIDITY,_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE] | 548,257,835 | 0.6% | 41.3% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,_CHECK_VALIDITY] | 547,077,529 | 0.6% | 41.9% |
| UOp Sequence Count[_BINARY_OP_MULTIPLY_FLOAT,_GUARD_BOTH_FLOAT,LOAD_FAST] | 534,138,720 | 0.6% | 42.5% |
| UOp Sequence Count[_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS,_SET_IP] | 510,431,319 | 0.6% | 43.0% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT] | 505,488,869 | 0.5% | 43.6% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,_BINARY_SUBSCR] | 503,375,260 | 0.5% | 44.1% |
| UOp Sequence Count[_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION,_SET_IP] | 496,925,493 | 0.5% | 44.6% |
| UOp Sequence Count[STORE_FAST,_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST] | 491,673,283 | 0.5% | 45.2% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,STORE_FAST] | 485,542,788 | 0.5% | 45.7% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,_CHECK_VALIDITY] | 479,559,745 | 0.5% | 46.2% |
| UOp Sequence Count[_CHECK_VALIDITY,_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION] | 455,855,490 | 0.5% | 46.7% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,_LOAD_ATTR_METHOD_WITH_VALUES] | 450,300,986 | 0.5% | 47.2% |
| UOp Sequence Count[_BINARY_SUBSCR,_SET_IP,LOAD_FAST] | 433,106,340 | 0.5% | 47.7% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_ITER_NEXT_LIST] | 419,515,606 | 0.5% | 48.1% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_NO_DICT,_GUARD_TYPE_VERSION,_SET_IP] | 412,075,796 | 0.4% | 48.5% |
| UOp Sequence Count[_LOAD_ATTR_SLOT,_GUARD_TYPE_VERSION,LOAD_FAST] | 398,813,766 | 0.4% | 49.0% |
| UOp Sequence Count[_CHECK_FUNCTION_EXACT_ARGS,_SET_IP,LOAD_FAST] | 394,547,908 | 0.4% | 49.4% |
| UOp Sequence Count[_SET_IP,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT] | 387,512,680 | 0.4% | 49.8% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_LIST,_ITER_CHECK_LIST,_EXIT_TRACE] | 382,167,868 | 0.4% | 50.2% |
| UOp Sequence Count[LOAD_FAST,RESUME_CHECK,_CHECK_VALIDITY] | 374,643,959 | 0.4% | 50.6% |
| UOp Sequence Count[_GUARD_BOTH_INT,_SET_IP,LOAD_FAST] | 366,014,551 | 0.4% | 51.0% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,LOAD_FAST] | 353,707,280 | 0.4% | 51.4% |
| UOp Sequence Count[STORE_FAST,STORE_FAST,UNPACK_SEQUENCE_TWO_TUPLE] | 339,943,842 | 0.4% | 51.8% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,_CHECK_VALIDITY] | 331,190,353 | 0.4% | 52.1% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,LOAD_FAST,_CHECK_VALIDITY] | 328,549,200 | 0.4% | 52.5% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,LOAD_FAST,LOAD_FAST] | 328,124,580 | 0.4% | 52.8% |
| UOp Sequence Count[_GUARD_TYPE_VERSION,LOAD_FAST,STORE_FAST] | 318,078,028 | 0.3% | 53.2% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,_LOAD_CONST_INLINE_WITH_NULL] | 300,066,519 | 0.3% | 53.5% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES] | 297,520,953 | 0.3% | 53.8% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,_BINARY_OP_MULTIPLY_FLOAT,_GUARD_BOTH_FLOAT] | 297,168,640 | 0.3% | 54.2% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_FALSE_POP,TO_BOOL_BOOL] | 286,953,570 | 0.3% | 54.5% |
| UOp Sequence Count[_CHECK_VALIDITY,COMPARE_OP_INT,_SET_IP] | 285,681,347 | 0.3% | 54.8% |
| UOp Sequence Count[LOAD_FAST,_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES] | 280,715,203 | 0.3% | 55.1% |
| UOp Sequence Count[_CHECK_VALIDITY,LOAD_DEREF,_SET_IP] | 271,189,160 | 0.3% | 55.4% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_BINARY_OP_ADD_INT] | 267,989,460 | 0.3% | 55.7% |
| UOp Sequence Count[_ITER_CHECK_RANGE,_SET_IP,_EXIT_TRACE] | 261,875,587 | 0.3% | 55.9% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,LOAD_DEREF] | 261,515,560 | 0.3% | 56.2% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW,_LOAD_CONST_INLINE_BORROW] | 261,501,520 | 0.3% | 56.5% |
| UOp Sequence Count[LOAD_DEREF,_SET_IP,STORE_FAST] | 258,115,162 | 0.3% | 56.8% |
| UOp Sequence Count[STORE_FAST,STORE_FAST,STORE_FAST] | 250,772,640 | 0.3% | 57.0% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,STORE_FAST] | 250,461,626 | 0.3% | 57.3% |
| UOp Sequence Count[_CHECK_VALIDITY,CALL_BUILTIN_FAST,_SET_IP] | 250,446,779 | 0.3% | 57.6% |
| UOp Sequence Count[CALL_BUILTIN_FAST,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 247,448,019 | 0.3% | 57.9% |
| UOp Sequence Count[_BINARY_OP_SUBTRACT_INT,_GUARD_BOTH_INT,_SET_IP] | 246,778,296 | 0.3% | 58.1% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_SLOT,_GUARD_TYPE_VERSION] | 245,780,774 | 0.3% | 58.4% |
| UOp Sequence Count[LOAD_FAST,_JUMP_TO_TOP,_GUARD_IS_TRUE_POP] | 243,288,251 | 0.3% | 58.6% |
| UOp Sequence Count[_GUARD_IS_TRUE_POP,_CHECK_VALIDITY,CONTAINS_OP] | 240,780,346 | 0.3% | 58.9% |
| UOp Sequence Count[UNPACK_SEQUENCE_TWO_TUPLE,_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST] | 228,871,035 | 0.2% | 59.2% |
| UOp Sequence Count[_CHECK_VALIDITY,STORE_SUBSCR_LIST_INT,_SET_IP] | 228,404,760 | 0.2% | 59.4% |
| UOp Sequence Count[_ITER_CHECK_RANGE,_SET_IP,_JUMP_TO_TOP] | 222,794,900 | 0.2% | 59.6% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_METHOD_NO_DICT,_GUARD_TYPE_VERSION] | 217,401,621 | 0.2% | 59.9% |
| UOp Sequence Count[_CHECK_VALIDITY,_SET_IP,_LOAD_ATTR_METHOD_NO_DICT] | 217,401,621 | 0.2% | 60.1% |
| UOp Sequence Count[STORE_FAST,UNPACK_SEQUENCE_TWO_TUPLE,_ITER_NEXT_LIST] | 216,870,015 | 0.2% | 60.3% |
| UOp Sequence Count[_BINARY_OP_ADD_FLOAT,_GUARD_BOTH_FLOAT,_BINARY_OP_MULTIPLY_FLOAT] | 216,673,240 | 0.2% | 60.6% |
| UOp Sequence Count[_SET_IP,SWAP,SWAP] | 216,540,660 | 0.2% | 60.8% |
| UOp Sequence Count[_BINARY_OP,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 215,844,871 | 0.2% | 61.0% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,_LOAD_CONST_INLINE_BORROW,LOAD_FAST] | 202,720,520 | 0.2% | 61.3% |
| UOp Sequence Count[LOAD_FAST,PUSH_NULL,LOAD_FAST] | 202,058,816 | 0.2% | 61.5% |
| UOp Sequence Count[_CHECK_VALIDITY,_LOAD_ATTR_METHOD_NO_DICT,_GUARD_TYPE_VERSION] | 201,131,281 | 0.2% | 61.7% |
| UOp Sequence Count[LOAD_FAST,BINARY_SUBSCR_STR_INT,LOAD_FAST] | 199,508,440 | 0.2% | 61.9% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,BINARY_SUBSCR_STR_INT] | 199,432,320 | 0.2% | 62.1% |
| UOp Sequence Count[_GUARD_IS_TRUE_POP,TO_BOOL_BOOL,_CHECK_VALIDITY] | 197,555,663 | 0.2% | 62.3% |


</details>

#### Pair counts

<details>
<summary> Counts for top 100 UOp Sequences of Length 4 </summary>

|Pair | Count | Self | Cumulative | 
|---|---:|---:|---:|
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,_GUARD_IS_FALSE_POP,_CHECK_VALIDITY] | 1,382,012,400 | 1.5% | 1.5% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST,_GUARD_IS_FALSE_POP] | 1,361,178,625 | 1.5% | 3.0% |
| UOp Sequence Count[_CHECK_VALIDITY,COMPARE_OP_STR,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 1,343,162,687 | 1.4% | 4.4% |
| UOp Sequence Count[COMPARE_OP_STR,_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST] | 1,341,078,787 | 1.4% | 5.9% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,COMPARE_OP_STR,_SET_IP] | 1,339,259,323 | 1.4% | 7.3% |
| UOp Sequence Count[_BINARY_OP_ADD_INT,_GUARD_BOTH_INT,_SET_IP,_LOAD_CONST_INLINE_BORROW] | 1,327,939,590 | 1.4% | 8.7% |
| UOp Sequence Count[_GUARD_BOTH_INT,_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST] | 1,326,095,500 | 1.4% | 10.2% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,COMPARE_OP_STR] | 1,321,700,063 | 1.4% | 11.6% |
| UOp Sequence Count[_CHECK_VALIDITY,CONTAINS_OP,_SET_IP,LOAD_FAST] | 1,018,377,760 | 1.1% | 12.7% |
| UOp Sequence Count[STORE_FAST,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT,_SET_IP] | 927,335,620 | 1.0% | 13.7% |
| UOp Sequence Count[_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,CONTAINS_OP,_SET_IP] | 903,956,547 | 1.0% | 14.7% |
| UOp Sequence Count[_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION,LOAD_FAST] | 864,006,123 | 0.9% | 15.6% |
| UOp Sequence Count[CONTAINS_OP,_SET_IP,LOAD_FAST,LOAD_FAST] | 787,426,980 | 0.8% | 16.4% |
| UOp Sequence Count[LOAD_FAST,_GUARD_IS_FALSE_POP,_CHECK_VALIDITY,CONTAINS_OP] | 772,188,960 | 0.8% | 17.3% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST,STORE_FAST] | 760,928,623 | 0.8% | 18.1% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,_GUARD_IS_FALSE_POP,_CHECK_VALIDITY] | 723,027,080 | 0.8% | 18.9% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,LOAD_FAST,_GUARD_IS_FALSE_POP] | 717,630,380 | 0.8% | 19.6% |
| UOp Sequence Count[_PUSH_FRAME,_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE] | 701,144,726 | 0.8% | 20.4% |
| UOp Sequence Count[_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS] | 701,144,726 | 0.8% | 21.2% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,BINARY_SUBSCR_STR_INT,LOAD_FAST] | 678,699,940 | 0.7% | 21.9% |
| UOp Sequence Count[_LOAD_CONST_INLINE_BORROW,LOAD_FAST,STORE_FAST,BINARY_SUBSCR_STR_INT] | 678,699,940 | 0.7% | 22.6% |
| UOp Sequence Count[STORE_FAST,BINARY_SUBSCR_STR_INT,LOAD_FAST,LOAD_FAST] | 676,909,980 | 0.7% | 23.3% |
| UOp Sequence Count[_JUMP_TO_TOP,STORE_FAST,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT] | 659,232,980 | 0.7% | 24.1% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,_JUMP_TO_TOP,STORE_FAST] | 657,479,640 | 0.7% | 24.8% |
| UOp Sequence Count[LOAD_FAST,_JUMP_TO_TOP,STORE_FAST,_BINARY_OP_ADD_INT] | 657,479,640 | 0.7% | 25.5% |
| UOp Sequence Count[BINARY_SUBSCR_STR_INT,LOAD_FAST,LOAD_FAST,_JUMP_TO_TOP] | 657,479,640 | 0.7% | 26.2% |
| UOp Sequence Count[_CHECK_VALIDITY,_PUSH_FRAME,_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS] | 623,524,671 | 0.7% | 26.9% |
| UOp Sequence Count[RESUME_CHECK,_CHECK_VALIDITY,_PUSH_FRAME,_SAVE_RETURN_OFFSET] | 615,444,750 | 0.7% | 27.5% |
| UOp Sequence Count[STORE_FAST,_CHECK_VALIDITY,_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE] | 548,257,835 | 0.6% | 28.1% |
| UOp Sequence Count[_CHECK_VALIDITY,_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE] | 548,257,835 | 0.6% | 28.7% |
| UOp Sequence Count[_ITER_NEXT_RANGE,_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE,_SET_IP] | 534,279,449 | 0.6% | 29.3% |
| UOp Sequence Count[_INIT_CALL_PY_EXACT_ARGS,_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS,_SET_IP] | 510,431,319 | 0.6% | 29.8% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION] | 505,488,869 | 0.5% | 30.4% |
| UOp Sequence Count[_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION,_SET_IP] | 496,908,573 | 0.5% | 30.9% |
| UOp Sequence Count[STORE_FAST,_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST,_ITER_CHECK_LIST] | 491,673,283 | 0.5% | 31.4% |
| UOp Sequence Count[_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,_GUARD_TYPE_VERSION,_SET_IP,LOAD_FAST] | 489,213,920 | 0.5% | 32.0% |
| UOp Sequence Count[_CHECK_VALIDITY,_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT] | 455,855,490 | 0.5% | 32.5% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,_LOAD_ATTR_METHOD_WITH_VALUES,_GUARD_KEYS_VERSION] | 450,300,986 | 0.5% | 32.9% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_CHECK_VALIDITY,_ITER_NEXT_RANGE] | 425,296,035 | 0.5% | 33.4% |
| UOp Sequence Count[_GUARD_TYPE_VERSION,_SET_IP,LOAD_FAST,STORE_FAST] | 425,257,275 | 0.5% | 33.9% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST] | 419,515,606 | 0.5% | 34.3% |
| UOp Sequence Count[_CHECK_STACK_SPACE,_CHECK_FUNCTION_EXACT_ARGS,_SET_IP,LOAD_FAST] | 392,900,748 | 0.4% | 34.7% |
| UOp Sequence Count[_SET_IP,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT,_SET_IP] | 387,507,660 | 0.4% | 35.2% |
| UOp Sequence Count[_CHECK_VALIDITY,_BINARY_SUBSCR,_SET_IP,LOAD_FAST] | 384,986,940 | 0.4% | 35.6% |
| UOp Sequence Count[LOAD_FAST,RESUME_CHECK,_CHECK_VALIDITY,_PUSH_FRAME] | 374,643,619 | 0.4% | 36.0% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,LOAD_FAST,LOAD_FAST] | 371,239,251 | 0.4% | 36.4% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,_BINARY_SUBSCR,_SET_IP] | 368,737,420 | 0.4% | 36.8% |
| UOp Sequence Count[_SET_IP,LOAD_FAST,LOAD_FAST,STORE_FAST] | 337,327,387 | 0.4% | 37.1% |
| UOp Sequence Count[_ITER_NEXT_LIST,_GUARD_NOT_EXHAUSTED_LIST,_ITER_CHECK_LIST,_EXIT_TRACE] | 316,071,217 | 0.3% | 37.5% |
| UOp Sequence Count[_GUARD_BOTH_FLOAT,LOAD_FAST,_CHECK_VALIDITY,_BINARY_SUBSCR] | 308,425,200 | 0.3% | 37.8% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,LOAD_FAST,LOAD_FAST] | 299,314,588 | 0.3% | 38.1% |
| UOp Sequence Count[_SET_IP,_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION] | 297,520,953 | 0.3% | 38.4% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,STORE_FAST,_CHECK_VALIDITY] | 297,208,510 | 0.3% | 38.8% |
| UOp Sequence Count[_BINARY_OP_MULTIPLY_FLOAT,_GUARD_BOTH_FLOAT,LOAD_FAST,LOAD_FAST] | 292,121,520 | 0.3% | 39.1% |
| UOp Sequence Count[_CHECK_FUNCTION_EXACT_ARGS,_SET_IP,LOAD_FAST,LOAD_FAST] | 285,136,044 | 0.3% | 39.4% |
| UOp Sequence Count[_LOAD_ATTR_METHOD_NO_DICT,_GUARD_TYPE_VERSION,_SET_IP,LOAD_FAST] | 283,661,899 | 0.3% | 39.7% |
| UOp Sequence Count[LOAD_FAST,_LOAD_ATTR_INSTANCE_VALUE,_CHECK_MANAGED_OBJECT_HAS_VALUES,_GUARD_TYPE_VERSION] | 280,715,203 | 0.3% | 40.0% |
| UOp Sequence Count[_BINARY_OP_ADD_INT,_GUARD_BOTH_INT,_SET_IP,LOAD_FAST] | 268,814,820 | 0.3% | 40.3% |
| UOp Sequence Count[LOAD_FAST,STORE_FAST,_BINARY_OP_ADD_INT,_GUARD_BOTH_INT] | 267,989,460 | 0.3% | 40.6% |
| UOp Sequence Count[_GUARD_NOT_EXHAUSTED_RANGE,_ITER_CHECK_RANGE,_SET_IP,_EXIT_TRACE] | 261,862,147 | 0.3% | 40.9% |
| UOp Sequence Count[LOAD_FAST,LOAD_FAST,LOAD_FAST,_CHECK_VALIDITY] | 261,729,431 | 0.3% | 41.1% |
| UOp Sequence Count[LOAD_FAST,_CHECK_VALIDITY,LOAD_DEREF,_SET_IP] | 261,450,220 | 0.3% | 41.4% |
| UOp Sequence Count[_CHECK_VALIDITY,LOAD_DEREF,_SET_IP,STORE_FAST] | 255,814,360 | 0.3% | 41.7% |
| UOp Sequence Count[_SET_IP,_LOAD_CONST_INLINE_BORROW,LOAD_FAST,LOAD_FAST] | 255,274,400 | 0.3% | 42.0% |
